id,feature_id,product_type,file_path,doc_type,doc_title
WSFD-010802:doc:a5e735cd,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Gr接口固定速率流控功能/实现原理_94021845.md,principle,实现原理
WSFD-010802:doc:d37b19c2,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Gr接口固定速率流控功能/激活Gr接口固定速率流控功能_93914966.md,activation,激活Gr接口固定速率流控功能
WSFD-010802:doc:1526bfec,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Gr接口固定速率流控功能/调测Gr接口固定速率流控功能_93914967.md,debug,调测Gr接口固定速率流控功能
WSFD-010802:doc:e2e0eb7c,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Gx_Gy_Ga_Gi接口流控功能/WSFD-010802 周边网元过载保护特性概述（Gx_Gy_Ga_Gi接口流控功能）_30753118.md,overview,WSFD-010802 周边网元过载保护特性概述（Gx/Gy/Ga/Gi接口流控功能）
WSFD-010802:doc:650e9e90,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Gx_Gy_Ga_Gi接口流控功能/WSFD-010802 周边网元过载保护（Gx_Gy_Ga_Gi接口流控功能）参考信息_30753122.md,reference,WSFD-010802 周边网元过载保护（Gx/Gy/Ga/Gi接口流控功能）参考信息
WSFD-010802:doc:a3e31345,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Gx_Gy_Ga_Gi接口流控功能/激活Gx_Gy_Ga_Gi接口流控功能_30753120.md,activation,激活Gx/Gy/Ga/Gi接口流控功能
WSFD-010802:doc:e670b4d3,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Gx_Gy_Ga_Gi接口流控功能/调测Gx_Gy_Gi接口流控功能_30753121.md,debug,调测Gx/Gy/Gi接口流控功能
WSFD-010802:doc:f8957df8,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/N2接口固定速率流控功能/WSFD-010802 周边网元过载保护特性概述（N2接口固定速率流控功能）_67616420.md,overview,WSFD-010802 周边网元过载保护特性概述（N2接口固定速率流控功能）
WSFD-010802:doc:e0934038,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/N2接口固定速率流控功能/WSFD-010802 周边网元过载保护（N2接口固定速率流控功能）参考信息_73152040.md,reference,WSFD-010802 周边网元过载保护（N2接口固定速率流控功能）参考信息
WSFD-010802:doc:984d3246,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/N2接口固定速率流控功能/激活N2接口固定速率流控功能_67616843.md,activation,激活N2接口固定速率流控功能
WSFD-010802:doc:dc0ae24b,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/N2接口固定速率流控功能/调测N2接口固定速率流控功能_67616844.md,debug,调测N2接口固定速率流控功能
WSFD-010802:doc:c5d4a2e4,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Nnrf接口流控功能/WSFD-010802 周边网元过载保护特性概述（Nnrf接口流控功能特性概述）_77768571.md,overview,WSFD-010802 周边网元过载保护特性概述（Nnrf接口流控功能特性概述）
WSFD-010802:doc:9cddefea,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Nnrf接口流控功能/WSFD-010802 周边网元过载保护（Nnrf接口流控功能特性概述）参考信息_77768574.md,overview,WSFD-010802 周边网元过载保护（Nnrf接口流控功能特性概述）参考信息
WSFD-010802:doc:2919ddb7,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Nnrf接口流控功能/激活Nnrf接口流控功能_77768572.md,activation,激活Nnrf接口流控功能
WSFD-010802:doc:fea2bec7,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/Nnrf接口流控功能/调测Nnrf接口流控功能_77768573.md,debug,调测Nnrf接口流控功能
WSFD-010802:doc:7ae77abe,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/S6a_S6d接口固定速率流控功能/WSFD-010802 周边网元过载保护特性概述（S6a_S6d接口固定速率流控功能）_61608270.md,overview,WSFD-010802 周边网元过载保护特性概述（S6a/S6d接口固定速率流控功能）
WSFD-010802:doc:21170c42,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/S6a_S6d接口固定速率流控功能/WSFD-010802 周边网元过载保护（S6a_S6d接口固定速率流控功能）参考信息_67584107.md,reference,WSFD-010802 周边网元过载保护（S6a/S6d接口固定速率流控功能）参考信息
WSFD-010802:doc:a7ff3d58,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/S6a_S6d接口固定速率流控功能/实现原理_67575498.md,principle,实现原理
WSFD-010802:doc:88191f2d,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/S6a_S6d接口固定速率流控功能/激活S6a_S6d接口固定速率流控功能_61609826.md,activation,激活S6a/S6d接口固定速率流控功能
WSFD-010802:doc:457d9fe9,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/S6a_S6d接口固定速率流控功能/调测S6a_S6d接口固定速率流控功能_67580901.md,debug,调测S6a/S6d接口固定速率流控功能
WSFD-010802:doc:44e7066b,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/SMF支持DDN流控/WSFD-010802 周边网元过载保护特性概述（SMF支持DDN流控）_57247229.md,overview,WSFD-010802 周边网元过载保护特性概述（SMF支持DDN流控）
WSFD-010802:doc:19afa1cd,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/SMF支持DDN流控/WSFD-010802 周边网元过载保护（SMF支持DDN流控）参考信息_07860932.md,reference,WSFD-010802 周边网元过载保护（SMF支持DDN流控）参考信息
WSFD-010802:doc:f77c8791,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/SMF支持DDN流控/激活SMF支持DDN流控功能_60589424.md,activation,激活SMF支持DDN流控功能
WSFD-010802:doc:f4811c76,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/SMF支持DDN流控/调测SMF支持DDN流控功能_60589465.md,debug,调测SMF支持DDN流控功能
WSFD-010802:doc:bb7ac0ed,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/服务化接口流控功能/WSFD-010802 周边网元过载保护特性概述（服务化接口流控）_15470910.md,overview,WSFD-010802 周边网元过载保护特性概述（服务化接口流控）
WSFD-010802:doc:1c55721a,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/服务化接口流控功能/WSFD-010802 周边网元过载保护特性（服务化接口流控）参考信息_63350981.md,reference,WSFD-010802 周边网元过载保护特性（服务化接口流控）参考信息
WSFD-010802:doc:9277e3d3,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/服务化接口流控功能/激活服务化接口流控_15150954.md,activation,激活 服务化接口流控
WSFD-010802:doc:33ff18f2,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/服务化接口流控功能/调测服务化接口流控_15310970.md,debug,调测 服务化接口流控
WSFD-010802:doc:a658cdaf,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/统一HTR流控功能/WSFD-010802 周边网元过载保护特性概述（统一HTR流控功能特性概述）_67584274.md,overview,WSFD-010802 周边网元过载保护特性概述（统一HTR流控功能特性概述）
WSFD-010802:doc:ee2fa7e7,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/统一HTR流控功能/WSFD-010802 周边网元过载保护（统一HTR流控功能特性概述）参考信息_67584108.md,overview,WSFD-010802 周边网元过载保护（统一HTR流控功能特性概述）参考信息
WSFD-010802:doc:68f0614b,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/统一HTR流控功能/实现原理_67584275.md,principle,实现原理
WSFD-010802:doc:bf9d6206,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/统一HTR流控功能/激活统一HTR流控功能_61610743.md,activation,激活统一HTR流控功能
WSFD-010802:doc:06df369b,WSFD-010802,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010802 周边网元过载保护/统一HTR流控功能/调测统一HTR流控功能_67584276.md,debug,调测统一HTR流控功能
WSFD-010803:doc:cab929a9,WSFD-010803,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于MME）/特性概述_62796711.md,overview,WSFD-010803 下行数据通知信令抑制（适用于MME）特性概述
WSFD-010803:doc:aa0f48fa,WSFD-010803,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于MME）/WSFD-010803 下行数据通知信令抑制（适用于MME）参考信息_68057587.md,reference,WSFD-010803 下行数据通知信令抑制（适用于MME）参考信息
WSFD-010803:doc:3f65114f,WSFD-010803,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于MME）/激活下行数据通知信令抑制功能（MME）_65074086.md,activation,激活下行数据通知信令抑制功能（MME）
WSFD-010803:doc:cf1a93cf,WSFD-010803,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于MME）/调测下行数据通知信令抑制功能（MME）_68057586.md,debug,调测下行数据通知信令抑制功能（MME）
WSFD-010803:doc:64a8f39c,WSFD-010803,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于SGW-C）/WSFD-010803 下行数据通知信令抑制（适用于SGW-C）参考信息_01420557.md,reference,WSFD-010803 下行数据通知信令抑制（适用于SGW-C）参考信息
WSFD-010803:doc:8834e28a,WSFD-010803,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于SGW-C）/激活下行数据通知信令抑制功能（SGW-C）_01420555.md,activation,激活下行数据通知信令抑制功能（SGW-C）
WSFD-010803:doc:6d1c1077,WSFD-010803,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于SGW-C）/特性概述_01420554.md,overview,WSFD-010803 下行数据通知信令抑制（适用于SGW-C）特性概述
WSFD-010803:doc:a9ad23c6,WSFD-010803,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010803 下行数据通知信令抑制/WSFD-010803 下行数据通知信令抑制（适用于SGW-C）/调测下行数据通知信令抑制功能（SGW-C）_01420556.md,debug,调测下行数据通知信令抑制功能（SGW-C）
WSFD-010804:doc:222b971f,WSFD-010804,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010804 智能信令风暴平滑处理/特性概述_62734662.md,overview,WSFD-010804 智能信令风暴平滑处理特性概述
WSFD-010804:doc:68ed6419,WSFD-010804,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010804 智能信令风暴平滑处理/WSFD-010804 智能信令风暴平滑处理参考信息_68426275.md,reference,WSFD-010804 智能信令风暴平滑处理参考信息
WSFD-010804:doc:c7da6ebd,WSFD-010804,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010804 智能信令风暴平滑处理/激活智能信令风暴平滑处理（适用MME）_65074088.md,activation,激活智能信令风暴平滑处理（适用MME）
WSFD-010804:doc:6e4bd53e,WSFD-010804,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010804 智能信令风暴平滑处理/激活智能信令风暴平滑处理（适用SGW-C）_49650904.md,activation,激活智能信令风暴平滑处理（适用SGW-C）
WSFD-010804:doc:124a1341,WSFD-010804,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010804 智能信令风暴平滑处理/调测智能信令风暴平滑处理（适用MME）_68424444.md,debug,调测智能信令风暴平滑处理（适用MME）
WSFD-010804:doc:f126c854,WSFD-010804,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010804 智能信令风暴平滑处理/调测智能信令风暴平滑处理（适用SGW-C）_49650905.md,debug,调测智能信令风暴平滑处理（适用SGW-C）
WSFD-010805:doc:307fbf94,WSFD-010805,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/安全管理功能/WSFD-010805 Linux操作系统安全加固_60374805.md,overview,WSFD-010805 Linux操作系统安全加固
WSFD-010807:doc:a670965e,WSFD-010807,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/可靠性/WSFD-010807 N2接口支持多连接_75095990.md,overview,WSFD-010807 N2接口支持多连接
WSFD-010900:doc:4620c56d,WSFD-010900,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/会话管理功能/WSFD-010900 IP承载业务/WSFD-010900 IP承载业务特性概述_92480005.md,overview,WSFD-010900 IP承载业务特性概述
WSFD-010900:doc:77b1afe3,WSFD-010900,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/会话管理功能/WSFD-010900 IP承载业务/WSFD-010900 IP承载业务参考信息_92480006.md,reference,WSFD-010900 IP承载业务参考信息
WSFD-010901:doc:49736d03,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于AMF）/WSFD-010901 基于TA List的寻呼自动流控特性概述（适用于AMF）_77098496.md,overview,WSFD-010901 基于TA List的寻呼自动流控特性概述（适用于AMF）
WSFD-010901:doc:94895fb9,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于AMF）/WSFD-010901 基于TA List的寻呼自动流控参考信息（适用于AMF）_77098500.md,reference,WSFD-010901 基于TA List的寻呼自动流控参考信息（适用于AMF）
WSFD-010901:doc:b9edd1ee,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于AMF）/实现原理（适用于AMF）_23137445.md,principle,实现原理（适用于AMF）
WSFD-010901:doc:5c48ca86,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于AMF）/激活基于TA List的寻呼自动流控（适用于AMF）_23057817.md,activation,激活基于TA List的寻呼自动流控（适用于AMF）
WSFD-010901:doc:f8e7f7c7,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于AMF）/调测基于TA List的寻呼自动流控（适用于AMF）_77258380.md,debug,调测基于TA List的寻呼自动流控（适用于AMF）
WSFD-010901:doc:0f76a0da,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于MME）/WSFD-010901 基于TA List的寻呼自动流控参考信息（适用于MME）_09217938.md,reference,WSFD-010901 基于TA List的寻呼自动流控参考信息（适用于MME）
WSFD-010901:doc:41b2d54c,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于MME）/WSFD-010901 基于TA List的寻呼自动流控特性概述（适用于MME）_09217930.md,overview,WSFD-010901 基于TA List的寻呼自动流控特性概述（适用于MME）
WSFD-010901:doc:7205da5f,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于MME）/实现原理（适用于MME）_44018161.md,principle,实现原理（适用于MME）
WSFD-010901:doc:da0de840,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于MME）/激活基于TA List的寻呼自动流控（适用于MME）_09058154.md,activation,激活基于TA List的寻呼自动流控（适用于MME）
WSFD-010901:doc:965e8b52,WSFD-010901,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/流控功能/WSFD-010901 基于TA List的寻呼自动流控/WSFD-010901 基于TA List的寻呼自动流控（适用于MME）/调测基于TA List的寻呼自动流控（适用于MME）_44138025.md,debug,调测基于TA List的寻呼自动流控（适用于MME）
WSFD-011001:doc:db66953a,WSFD-011001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011001 漫游控制/WSFD-011001 漫游控制特性概述_70014632.md,overview,WSFD-011001 漫游控制 特性概述
WSFD-011001:doc:8f6999ce,WSFD-011001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011001 漫游控制/WSFD-011001 漫游控制参考信息_70014634.md,reference,WSFD-011001 漫游控制 参考信息
WSFD-011001:doc:f0c7967e,WSFD-011001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011001 漫游控制/激活漫游控制特性(适用于AMF)_30951488.md,activation,激活漫游控制特性(适用于AMF)
WSFD-011001:doc:6864baa7,WSFD-011001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011001 漫游控制/激活漫游控制特性(适用于SGSN_MME)_62950136.md,activation,激活漫游控制特性(适用于SGSN/MME)
WSFD-011001:doc:c491aa7b,WSFD-011001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011001 漫游控制/调测漫游控制特性_72651378.md,debug,调测漫游控制特性
WSFD-011002:doc:b9ed5292,WSFD-011002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/互操作功能/WSFD-011002 系统间改变/特性概述_92480007.md,overview,WSFD-011002 系统间改变特性概述
WSFD-011002:doc:550066b9,WSFD-011002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/互操作功能/WSFD-011002 系统间改变/实现原理_92480008.md,principle,实现原理
WSFD-011002:doc:be679008,WSFD-011002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/互操作功能/WSFD-011002 系统间改变/激活系统间改变_92056819.md,activation,激活系统间改变
WSFD-011002:doc:0729943a,WSFD-011002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/互操作功能/WSFD-011002 系统间改变/调测系统间改变_92056820.md,debug,调测系统间改变
WSFD-011003:doc:0f9c85fa,WSFD-011003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011003 鉴权3元组和5元组转换功能/WSFD-011003 鉴权3元组和5元组转换功能特性概述_92480010.md,overview,WSFD-011003 鉴权3元组和5元组转换功能特性概述
WSFD-011003:doc:90337f89,WSFD-011003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011003 鉴权3元组和5元组转换功能/WSFD-011003 鉴权3元组和5元组参考信息_92480012.md,reference,WSFD-011003 鉴权3元组和5元组参考信息
WSFD-011004:doc:134e709d,WSFD-011004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011004 Gn接口同时支持GTPv0和GTPv1/WSFD-011004 Gn接口同时支持GTPv0和GTPv1特性概述_92480013.md,overview,WSFD-011004 Gn接口同时支持GTPv0和GTPv1特性概述
WSFD-011004:doc:16cb5674,WSFD-011004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011004 Gn接口同时支持GTPv0和GTPv1/WSFD-011004 Gn接口同时支持GTPv0和GTPv1参考信息_92480015.md,reference,WSFD-011004 Gn接口同时支持GTPv0和GTPv1参考信息
WSFD-011005:doc:2d057bec,WSFD-011005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011005 支持R98_R99_R4_R5_R6_R7的话单格式/WSFD-011005 支持R98_R99_R4_R5_R6_R7的话单格式特性概述_92180151.md,overview,WSFD-011005 支持R98/R99/R4/R5/R6/R7的话单格式特性概述
WSFD-011005:doc:a7dda995,WSFD-011005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011005 支持R98_R99_R4_R5_R6_R7的话单格式/WSFD-011005 支持R98_R99_R4_R5_R6_R7的话单格式参考信息_92180152.md,reference,WSFD-011005 支持R98/R99/R4/R5/R6/R7的话单格式参考信息
WSFD-011006:doc:1a00467f,WSFD-011006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011006 支持R97_98 QoS和R99 QoS之间的映射/WSFD-011006 支持R97_98 QoS和R99 QoS之间的映射特性概述_92990372.md,overview,WSFD-011006 支持R97/98 QoS和R99 QoS之间的映射特性概述
WSFD-011006:doc:4c5de5df,WSFD-011006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-011006 支持R97_98 QoS和R99 QoS之间的映射/WSFD-011006 支持R97_98 QoS和R99 QoS之间的映射参考信息_92990373.md,reference,WSFD-011006 支持R97/98 QoS和R99 QoS之间的映射参考信息
WSFD-011101:doc:9fc6d0bf,WSFD-011101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/逻辑接口功能/WSFD-011101 Gb接口/特性概述_85436073.md,overview,WSFD-011101 Gb接口特性概述
WSFD-011101:doc:5a9d87fd,WSFD-011101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/逻辑接口功能/WSFD-011101 Gb接口/WSFD-011101 Gb接口参考信息_85436075.md,reference,WSFD-011101 Gb接口参考信息
WSFD-011101:doc:7ca48964,WSFD-011101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/逻辑接口功能/WSFD-011101 Gb接口/实现原理_85436074.md,principle,实现原理
WSFD-011102:doc:88485c84,WSFD-011102,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/逻辑接口功能/WSFD-011102 Iu接口/特性概述_85436076.md,overview,WSFD-011102 Iu接口特性概述
WSFD-011102:doc:1e0d46a9,WSFD-011102,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/逻辑接口功能/WSFD-011102 Iu接口/WSFD-011102 Iu接口参考信息_85436078.md,reference,WSFD-011102 Iu接口参考信息
WSFD-011102:doc:2df16f0d,WSFD-011102,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/逻辑接口功能/WSFD-011102 Iu接口/实现原理_85436077.md,principle,实现原理
WSFD-011103:doc:8661b7fc,WSFD-011103,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/逻辑接口功能/WSFD-011103 S1-MME接口_62949418.md,overview,WSFD-011103 S1-MME接口
