object_id,object_name,object_kind,identifier_parameters_json,attributes_count,attributes_json,applicable_nf_json,applicable_products_json,category_path_json,description,commands_count
RNCUSRNUM,RNCUSRNUM,entity,[],4,"[{""parameter_name"": ""TYPE"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""“SYSTEM(整系统)”"", ""condition"": """"}, {""parameter_name"": ""RNCMCC"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""此参数在\n“查询类型”\n设置为\n“BYRNC(基于RNC查询)”\n后生效。""}, {""parameter_name"": ""RNCMNC"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""此参数在\n“查询类型”\n设置为\n“BYRNC(基于RNC查询)”\n后生效。""}, {""parameter_name"": ""RNCID"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""此参数在\n“查询类型”\n设置为\n“BYRNC(基于RNC查询)”\n后生效。""}]",[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""系统管理"", ""用户数据库管理""]",**适用网元：SGSN**,1
ROAMCHGMODE,ROAMCHGMODE,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""计费控制"", ""漫游属性计费模式""]",,4
ROAMCOMMPLCY,ROAMCOMMPLCY,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""接口管理"", ""服务化接口管理"", ""漫游通信模式管理"", ""漫游通信策略管理""]",,2
ROAMINSUPIWL,ROAMINSUPIWL,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""NRF业务及策略管理"", ""NRF业务参数"", ""NRF国际漫游参数管理""]",,3
ROAMMGMTPARA,ROAMMGMTPARA,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""接口管理"", ""服务化接口管理"", ""注册与服务发现"", ""漫游参数管理""]",,2
ROAMSCPFUNCSW,ROAMSCPFUNCSW,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""接口管理"", ""服务化接口管理"", ""漫游通信模式管理"", ""漫游间接路由管理""]",,3
ROAMTYPEBINDUP,ROAMTYPEBINDUP,binding,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""会话管理"", ""接入管理"", ""UPF选择管理"", ""UPF绑定用户漫游属性""]",,3
ROUTE,ROUTE,entity,[],7,"[{""parameter_name"": ""VRFNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PREFIX"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""MASKLENGTH"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ADDRESSFAMILY"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""ipv4unicast"", ""condition"": """"}, {""parameter_name"": ""PROTOCOLID"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ISACTIVE"", ""data_type"": ""boolean"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ISLONGERMATCH"", ""data_type"": ""boolean"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""路由管理"", ""路由基础"", ""IPv4路由表""]",该命令用于显示IPv4路由表，默认显示公网路由和所有VPN路由。,2
ROUTE6,ROUTE6,entity,[],7,"[{""parameter_name"": ""VRFNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PREFIX"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ADDRESSFAMILY"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""ipv6unicast"", ""condition"": """"}, {""parameter_name"": ""MASKLENGTH"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PROTOCOLID"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ISACTIVE"", ""data_type"": ""boolean"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ISLONGERMATCH"", ""data_type"": ""boolean"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""路由管理"", ""路由基础"", ""IPv6路由表""]",该命令用于显示IPv6路由表，默认显示公网路由和所有VPN路由。,2
ROUTEPOLICY,ROUTEPOLICY,entity,"[""POLICYNAME""]",1,"[{""parameter_name"": ""POLICYNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""路由管理"", ""路由策略管理"", ""路由策略""]",该命令用于添加路由策略。,6
ROUTEPOLICYINFO,ROUTEPOLICYINFO,entity,[],1,"[{""parameter_name"": ""POLICYNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""路由管理"", ""路由策略管理"", ""查询路由策略信息""]",该命令用于显示路由策略的基本信息。包括匹配计数信息的显示。,2
ROUTEPOLICYNODE,ROUTEPOLICYNODE,entity,"[""POLICYNAME"", ""NODESEQUENCE"", ""MATCHMODE""]",4,"[{""parameter_name"": ""POLICYNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""NODESEQUENCE"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""MATCHMODE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""DESCRIPTION"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""路由管理"", ""路由策略管理"", ""路由策略节点""]",该命令用于添加指定路由策略的路由策略节点。,8
ROUTERELAYTUNNEL,ROUTERELAYTUNNEL,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""路由管理"", ""路由基础"", ""使能路由迭代隧道""]",该命令用于查询路由迭代隧道功能开关。,4
ROUTINGBEHINDMS,ROUTINGBEHINDMS,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""会话管理"", ""接入管理"", ""UE地址管理"", ""DHCP管理"", ""手机后路由""]",,3
ROUTINGBEHMSALL,ROUTINGBEHMSALL,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""会话管理"", ""接入管理"", ""UE地址管理"", ""DHCP管理"", ""手机后路由""]",,1
ROUTSMSCPARA,ROUTSMSCPARA,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""SMSF业务管理"", ""SMSC选择管理""]",,2
RPTBASICRECCFG,RPTBASICRECCFG,entity,[],0,[],"[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表功能管理"", ""报表系统级单据开关""]",该命令用于查询基础单据上报功能开关。,2
RPTENCRYPT,RPTENCRYPT,entity,[],0,[],"[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表功能管理"", ""报表加密控制""]",此命令用于查询业务报表加密算法配置。,2
RPTGLBCFG,RPTGLBCFG,global_setting,[],0,[],"[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表功能管理"", ""报表全局开关""]",此命令用于查询业务报表全局开关。,2
RPTGLBPARA,RPTGLBPARA,global_setting,[],0,[],"[""UPF""]","[""UDG""]","[""业务报表管理"", ""报表功能管理"", ""报表全局参数""]",此命令用于查询业务报表全局参数。,2
RPTPERIOD,RPTPERIOD,entity,[],0,[],"[""SGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""路径管理"", ""N6路径管理"", ""APN周期上报参数""]",该命令用于查询APN N6故障状态上报周期。,2
RPTPOLICY,RPTPOLICY,entity,"[""POLICYNAME"", ""SWITCH"", ""USERSELPLYTYPE""]",5,"[{""parameter_name"": ""POLICYNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SWITCH"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""USERSELPLYTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""USERSELPLYNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“USERSELPLYTYPE”配置为“SPECIFIC”时为必选参数。""}, {""parameter_name"": ""PRIORITY"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""65535"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表本地策略管理"", ""报表业务策略""]",此命令用于配置指定策略的业务报表功能开关。,4
RPTPROTMPCLASS,RPTPROTMPCLASS,entity,"[""MPPROTCLASSNM"", ""MPPROTCLASSIDX""]",3,"[{""parameter_name"": ""MPPROTCLASSNM"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""MPPROTCLASSIDX"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""CFGDOMAINNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表本地策略管理"", ""报表映射承载协议分类""]",该命令用于增加业务报表映射承载协议分类配置。,4
RPTPROTMPSW,RPTPROTMPSW,entity,[],0,[],"[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表功能管理"", ""报表承载协议映射开关""]",该命令用来查询业务报表承载协议映射开关。,2
RPTPROTOCOLMAP,RPTPROTOCOLMAP,entity,"[""PROTOCOLLEVEL"", ""MPPROTCLASSNM""]",5,"[{""parameter_name"": ""PROTOCOLLEVEL"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PROTOCOLNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“PROTOCOLLEVEL”配置为“PROTOCOL”时为必选参数。""}, {""parameter_name"": ""PROTGROUPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“PROTOCOLLEVEL”配置为“PROTOCOLGROUP”时为必选参数。""}, {""parameter_name"": ""MPPROTCLASSNM"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""CFGDOMAINNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表本地策略管理"", ""业务报表承载协议映射""]",该命令用于增加业务报表承载协议映射配置。,4
RPTRATELT,RPTRATELT,entity,[],0,[],"[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表功能管理"", ""报表速率控制""]",此命令用于查询报表消息流控配置。,2
RPTSUBSINFO,RPTSUBSINFO,entity,"[""TYPE""]",3,"[{""parameter_name"": ""TYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SUBSPOLICYID"", ""data_type"": """", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“TYPE”配置为“SUBS_POLICY”时为可选参数。""}, {""parameter_name"": ""SUBSCONFIGTYPE"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“TYPE”配置为“SUBS_CONFIG”时为必选参数。""}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表订阅管理"", ""报表业务订阅信息""]",该命令用于显示报表订阅信息。,1
RPTSVR,RPTSVR,entity,"[""RPTSVRNAME""]",6,"[{""parameter_name"": ""RPTSVRNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RPTSVRTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""ALLTYPE"", ""condition"": """"}, {""parameter_name"": ""SUCCESSLT"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""6"", ""condition"": """"}, {""parameter_name"": ""FAILURELT"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""6"", ""condition"": """"}, {""parameter_name"": ""TIMERTHD"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""10"", ""condition"": """"}, {""parameter_name"": ""SVRFUNC"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""RPT-1&SSU-1"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表服务器管理"", ""报表服务器""]",该命令用于配置报表服务器。,4
RPTSVRADDR,RPTSVRADDR,entity,"[""ACCESSNAME"", ""RPTSVRNAME"", ""IPTYPE""]",7,"[{""parameter_name"": ""ACCESSNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RPTSVRNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""IPTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""IPV4_ADDR"", ""data_type"": ""ip_address"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“IPTYPE”配置为“IPV4”时为必选参数。""}, {""parameter_name"": ""IPV6_ADDR"", ""data_type"": ""ip_address"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“IPTYPE”配置为“IPV6”时为必选参数。""}, {""parameter_name"": ""SVRPORT"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""10700"", ""condition"": """"}, {""parameter_name"": ""VPNINSTANCE"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表服务器管理"", ""报表服务器地址""]",该命令增加报表服务器接入点。在配置好报表服务器后，增加接入点时执行该命令。,4
RPTSVRSTATUS,RPTSVRSTATUS,entity,[],0,[],"[""PGW-U"", ""UPF""]","[""UDG""]","[""业务报表管理"", ""报表服务器管理"", ""报表服务器地址""]",此命令用于查询报表服务器状态。,1
RRCINACTPARA,RRCINACTPARA,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""5G接入业务管理"", ""移动性管理"", ""RRC Inactive业务管理"", ""RRC Inactive参数""]",,2
RRCINACTPLCY,RRCINACTPLCY,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""5G接入业务管理"", ""移动性管理"", ""RRC Inactive业务管理"", ""RRC Inactive策略""]",,4
RRCINACTTAI,RRCINACTTAI,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""5G接入业务管理"", ""移动性管理"", ""RRC Inactive业务管理"", ""RRC Inactive生效的TAI范围""]",,4
RSA1024,RSA1024,entity,"[""RSA1024NAME"", ""RSAPSWDTYPE""]",9,"[{""parameter_name"": ""RSA1024NAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RSAPSWDKEYN"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“RSAPSWDTYPE”配置为“PUBLIC_KEY”时为必选参数。""}, {""parameter_name"": ""RSAPSWDKEYE"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“RSAPSWDTYPE”配置为“PUBLIC_KEY”时为必选参数。""}, {""parameter_name"": ""HEADPREFIXSW"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""DISABLE"", ""condition"": """"}, {""parameter_name"": ""COUNTRYCODE"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“HEADPREFIXSW”配置为“ENABLE”时为必选参数。""}, {""parameter_name"": ""NETWORKCODE"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“HEADPREFIXSW”配置为“ENABLE”时为必选参数。""}, {""parameter_name"": ""RSAPSWDTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RSACERTFILEID"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“RSAPSWDTYPE”配置为“CERTIFICATE_FILE”时为必选参数。""}, {""parameter_name"": ""CFGDOMAINNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务控制策略"", ""业务控制公共配置"", ""RSA1024公钥配置""]",该命令用于指定RSA1024加密使用的公钥文件及相关参数配置。,4
RSA2048,RSA2048,entity,"[""RSA2048NAME"", ""RSAPSWDTYPE""]",9,"[{""parameter_name"": ""RSA2048NAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RSAPSWDKEYN"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“RSAPSWDTYPE”配置为“PUBLIC_KEY”时为必选参数。""}, {""parameter_name"": ""RSAPSWDKEYE"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“RSAPSWDTYPE”配置为“PUBLIC_KEY”时为必选参数。""}, {""parameter_name"": ""HEADPREFIXSW"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""DISABLE"", ""condition"": """"}, {""parameter_name"": ""COUNTRYCODE"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“HEADPREFIXSW”配置为“ENABLE”时为必选参数。""}, {""parameter_name"": ""NETWORKCODE"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“HEADPREFIXSW”配置为“ENABLE”时为必选参数。""}, {""parameter_name"": ""RSAPSWDTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RSACERTFILEID"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“RSAPSWDTYPE”配置为“CERTIFICATE_FILE”时为必选参数。""}, {""parameter_name"": ""CFGDOMAINNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务控制策略"", ""业务控制公共配置"", ""RSA2048公钥配置""]",该命令用于指定RSA2048加密使用的公钥文件及相关参数配置。,4
RSA3072,RSA3072,entity,"[""RSA3072NAME"", ""RSAPSWDTYPE""]",8,"[{""parameter_name"": ""RSA3072NAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RSAPSWDKEYN"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“RSAPSWDTYPE”配置为“PUBLIC_KEY”时为必选参数。""}, {""parameter_name"": ""RSAPSWDKEYE"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“RSAPSWDTYPE”配置为“PUBLIC_KEY”时为必选参数。""}, {""parameter_name"": ""HEADPREFIXSW"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""DISABLE"", ""condition"": """"}, {""parameter_name"": ""COUNTRYCODE"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“HEADPREFIXSW”配置为“ENABLE”时为必选参数。""}, {""parameter_name"": ""NETWORKCODE"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“HEADPREFIXSW”配置为“ENABLE”时为必选参数。""}, {""parameter_name"": ""RSAPSWDTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""CFGDOMAINNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务控制策略"", ""业务控制公共配置"", ""RSA3072公钥配置""]",该命令用于指定RSA3072加密使用的公钥文件及相关参数配置。,4
RSAKEYPAIRLABEL,RSAKEYPAIRLABEL,entity,"[""KEYPAIRLABEL""]",2,"[{""parameter_name"": ""KEYPAIRLABEL"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""KEYSIZE"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""3072"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""操作维护"", ""接入配置管理"", ""密钥配置"", ""标签密钥""]",该命令用于创建RSA密钥对标签。为SSH服务器分配RSA服务器密钥，使用该命令生成密钥对标签。,6
RSCBOXHEALCTRL,RSCBOXHEALCTRL,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""可靠性管理"", ""微服务可靠性管理""]",,4
RSCBOXHEALREC,RSCBOXHEALREC,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""可靠性管理"", ""微服务可靠性管理""]",,2
RSNRULE,RSNRULE,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""会话管理"", ""可靠性管理"", ""高可靠低时延传输"", ""冗余PDU会话""]",,4
RSTRNSAREACODE,RSTRNSAREACODE,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""5G接入业务管理"", ""移动性管理"", ""网络切片选择管理"", ""TA级限制切片区域管理""]",,3
RSTRNSAREAMEM,RSTRNSAREAMEM,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""5G接入业务管理"", ""移动性管理"", ""网络切片选择管理"", ""TA级限制切片区域管理""]",,3
RTMPERFCNTGB,RTMPERFCNTGB,entity,"[""MOC"", ""MOI"", ""MUID""]",3,"[{""parameter_name"": ""MOC"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""MOI"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": ""该测量实例已经在U2020/MAE上话统测量管理（通过“性能->测量管理”菜单打开）中下发，SGSN对象类实例除外。""}, {""parameter_name"": ""MUID"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": """", ""condition"": """"}]",[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""操作维护"", ""性能管理"", ""实时性能统计""]",**适用网元：MME**,1
RTMPERFCNTLINK,RTMPERFCNTLINK,entity,"[""MOC"", ""MOI"", ""MUID""]",3,"[{""parameter_name"": ""MOC"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""MOI"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": ""该测量实例已经在U2020/MAE上话统测量管理（通过“性能->测量管理”菜单打开）中下发，SGSN对象类实例除外。""}, {""parameter_name"": ""MUID"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""操作维护"", ""性能管理"", ""实时性能统计""]",该命令用于实时查看LINK_VNFC当前性能统计的情况，即查询某一对象实例的某一单元下所有指标的当前性能统计值。,1
RTMPERFCNTUSN,RTMPERFCNTUSN,entity,"[""MOC"", ""MOI"", ""MUID""]",3,"[{""parameter_name"": ""MOC"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""MOI"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": ""该测量实例已经在U2020/MAE上话统测量管理（通过“性能->测量管理”菜单打开）中下发，SGSN对象类实例除外。""}, {""parameter_name"": ""MUID"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""操作维护"", ""性能管理"", ""实时性能统计""]",**适用网元：MME**,1
RTSDNNPARA,RTSDNNPARA,entity,[],0,[],"[""PGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务控制策略"", ""RTSDNN业务控制"", ""RTSDNN参数""]",查询通用DNN漫游分流参数。,2
RU,RU,entity,"[""SCALEGROUP""]",1,"[{""parameter_name"": ""SCALEGROUP"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无。"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务公共功能管理"", ""系统管理"", ""资源管理"", ""RU管理""]",该命令用于解闭已闭塞的CSDB RU，使其他RU上的数据迁回到RU上。在分批升级之后，执行本命令，将数据迁移回RU上。,8
RUCONVERGENCE,RUCONVERGENCE,entity,"[""RUID"", ""RUROLE""]",6,"[{""parameter_name"": ""RUID"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RUROLE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""CURCONRUID"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“RUROLE”配置为“SERVICE”时为条件可选参数。""}, {""parameter_name"": ""HISCONRUID"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“RUROLE”配置为“SERVICE”时为条件可选参数。""}, {""parameter_name"": ""CONRUIDSTATE"", ""data_type"": ""enum"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“RUROLE”配置为“CONVERGE”时为条件可选参数。""}, {""parameter_name"": ""PROMODE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""NCG""]","[""UNC""]","[""业务服务管理"", ""NCG业务及策略管理"", ""计费管理"", ""业务系统管理"", ""汇聚RU""]",该命令用于修改汇聚RU信息。,3
