id,source_feature_id,target_feature_id,dependency_type,description,license_control_item,source_type,conflict_pair_id
WSFD-102706:dep:WSFD-102701,WSFD-102706,WSFD-102701,depends_on,本特性开启前需要开启 [WSFD-102701 VoNR基础语音业务](../WSFD-102701 VoNR基础语音业务_11845316.md) ，以确保VoNR基本功能可用。,82200ELQ LKV2VONRMM01 VoNR基础语音业务-UAM82200ELP LKV2VONRSM01 VoNR基础语音业务-USM,overview_explicit,
WSFD-102707:dep:WSFD-106701,WSFD-102707,WSFD-106701,depends_on,本特性开启前需要开启特性 [WSFD-106701 网络侧发起的5G位置定位服务](../../位置业务管理/WSFD-106701 网络侧发起的5G位置定位服务_46574614.md) 。按照协议，NI-LR是LCS定位服务中的其中一种， [WSFD-106701 网络侧发起的5G位置定位服务](../../位置业务管理/WSFD-106701 网络侧发起的5G位置定位服务_46574614.md) 特性中提供了标准定位流程的定位方法和定位消息传递功能。,82200DSL LKV2MTLCS01 网络侧发起的5G位置定位服务,overview_explicit,
WSFD-102707:dep:WSFD-102706,WSFD-102707,WSFD-102706,depends_on,本特性开启前需要开启特性 [WSFD-102706 VoNR紧急呼叫](../WSFD-102706 VoNR紧急呼叫_41328973.md) 。VONR紧急呼叫作为NI-LR的触发源。,82200FFD LKV2VONRECMM01 VoNR紧急呼叫-UAM,overview_explicit,
WSFD-102707:dep:WSFD-106405,WSFD-102707,WSFD-106405,interacts_with,在与LMF交互前、LMF定位失败或超时场景，获取最新NCGI信息，依赖于 [WSFD-106405 NG-RAN的位置上报](../../智能PCC解决方案/基于实时位置的策略控制/相关特性/WSFD-106405 NG-RAN的位置上报_78172994.md) ，该特性提供获取最新用户实时小区位置的功能。,-,overview_explicit,
WSFD-102707:dep:WSFD-102102,WSFD-102707,WSFD-102102,interacts_with,根据协议规定只能由源侧AMF/MME或目标侧AMF/MME的一侧进行位置信息的上报。在4G和5G互切换场景时，AMF与MME的位置信息交互和上报，依赖于 [WSFD-102102 VoLTE紧急呼叫的定位(NI-LR)](../WSFD-102102 VoLTE紧急呼叫的定位(NI-LR)_70014696.md) 。,82207701 LKV2NVEC01 VoLTE紧急呼叫的定位(NI-LR),overview_explicit,
WSFD-102707:dep:WSFD-106407,WSFD-102707,WSFD-106407,interacts_with,在与LMF交互时，AMF根据NRF查询或本地配置选择一个LMF，依赖于 [WSFD-106407 LMF选择功能](../../位置业务管理/WSFD-106407 LMF选择功能_08698889.md) ，该特性提供LMF选择的功能。,-,overview_explicit,
WSFD-103006:dep:WSFD-103004,WSFD-103006,WSFD-103004,depends_on,本特性开启前需要开启特性“WSFD-103004 设备标识检查”。,82206595 设备标识检查,overview_explicit,
WSFD-104003:dep:WSFD-104001,WSFD-104003,WSFD-104001,depends_on,使用IPv6在线计费必须先开启IPv6承载上下文功能，只有支持了IPv6承载上下文的激活，用户访问IPv6业务，才会对IPv6业务进行在线计费。,82206568 IPv6承载上下文82209968 IPv6承载上下文-USM,overview_explicit,
WSFD-104003:dep:WSFD-109001,WSFD-104003,WSFD-109001,depends_on,IPv6在线计费是在线计费的增强特性，依赖于在线计费基础功能，所以使用IPv6在线计费功能必须先开启Gy/Diameter在线计费功能。,82207989 Gy/Diameter在线计费,overview_explicit,
WSFD-104004:dep:WSFD-104001,WSFD-104004,WSFD-104001,depends_on,必须首先开启IPv6承载上下文特性才能使用本特性。,82206568 IPv6承载上下文82209965 IPv6承载上下文-UAM82209968 IPv6承载上下文-USM,overview_explicit,
WSFD-104004:dep:WSFD-011306,WSFD-104004,WSFD-011306,depends_on,使用IPv6 Prefix Delegation功能的MS/UE在激活时需要为MS/UE后的多台设备获取一个或多个网段地址，该网段地址只能从AAA Server动态获取，因此MS/UE必须到AAA Server进行RADIUS鉴权，从而获取相关路由信息。,-,overview_explicit,
WSFD-104004:dep:WSFD-104002,WSFD-104004,WSFD-104002,depends_on,如果需要为双栈接入用户提供IPv6 Prefix Delegation功能，必须首先开启IPv4v6双栈接入特性。,82206569 IPv4v6双栈接入82209966 IPv4v6双栈接入-UAM82209969 IPv4v6双栈接入-USM,overview_explicit,
WSFD-104005:dep:WSFD-104001,WSFD-104005,WSFD-104001,depends_on,UNC 在PDU会话建立阶段，通过DHCPv6 Client功能从外置的DHCPv6服务器的地址池中获取IPv6地址和相关配置信息，因此需开启IPv6承载上下文特性。,82206568 LKV2IPV601 IPv6承载上下文82209968 LKV2IPV6SM01 IPv6承载上下文-USM,overview_explicit,
WSFD-104005:dep:WSFD-104002,WSFD-104005,WSFD-104002,depends_on,如果需要为IPv4v6双栈接入用户通过DHCP方式分配IPv6地址，必须首先开启IPv4v6双栈接入特性。,82206569 LKV2DUSA02 IPv4v6双栈接入82209969 LKV2IPDSSM01 IPv4v6双栈接入,overview_explicit,
WSFD-104103:dep:WSFD-104101,WSFD-104103,WSFD-104101,depends_on,本特性开启前需要开启特性 [WSFD-104101 MME Pool](../WSFD-104101 MME Pool_45935187.md) 。,82205875 MME Pool,overview_explicit,
WSFD-104201:dep:WSFD-104204,WSFD-104201,WSFD-104204,depends_on,本特性开启前需要开启特性“ [WSFD-104203 Iu-flex](../WSFD-104203 Iu-flex_45946447.md) ”或“ [WSFD-104204 Gb-flex](../WSFD-104204 Gb-flex_45946611.md) ”。,82206555 Gb-flex,overview_explicit,
WSFD-104201:dep:WSFD-104203,WSFD-104201,WSFD-104203,depends_on,本特性开启前需要开启特性“ [WSFD-104203 Iu-flex](../WSFD-104203 Iu-flex_45946447.md) ”或“ [WSFD-104204 Gb-flex](../WSFD-104204 Gb-flex_45946611.md) ”。,82206554 Iu-flex,overview_explicit,
WSFD-104202:dep:WSFD-104407,WSFD-104202,WSFD-104407,depends_on,本特性开启前需要开启特性“ [WSFD-104407 支持Gs接口](../../逻辑接口功能/WSFD-104407 支持Gs接口_85147537.md) ”。,82206566 支持Gs接口,overview_explicit,
WSFD-104302:dep:WSFD-104301,WSFD-104302,WSFD-104301,depends_on,本特性开启前需要开启特性 [WSFD-104301 AMF Pool](../WSFD-104301 AMF Pool_91610808.md) 。,82209910 AMF Pool,overview_explicit,
WSFD-104405:dep:WSFD-102003,WSFD-104405,WSFD-102003,affects,同时部署本特性，可以保证SRVCC业务过程中，MSC解析失败的情况下，MME尝试使用Default LAI解析MSC，提升业务成功率。,82206605 VoLTE基础特性,overview_explicit,
WSFD-104405:dep:WSFD-201001,WSFD-104405,WSFD-201001,affects,同时部署本特性，可以保证SRVCC业务过程中，MSC解析失败的情况下，MME尝试使用Default LAI解析MSC，提升业务成功率。,82206607 基于SRVCC的数据语音双切换,overview_explicit,
WSFD-104405:dep:WSFD-102301,WSFD-104405,WSFD-102301,affects,同时部署本特性，可以保证CSFB业务流程中，根据TAI选择对应MSC失败的情况下，MME尝试使用Default LAI选择MSC，提升业务成功率。,82205925 基于CSFB的语音业务,overview_explicit,
WSFD-104405:dep:WSFD-102504,WSFD-104405,WSFD-102504,affects,同时部署本特性，可以保证CSFB业务流程中，根据TAI选择对应MSC失败的情况下，MME尝试使用Default LAI选择MSC，提升业务成功率。,82206602 MSC Pool场景下的CSFB,overview_explicit,
WSFD-104410:dep:WSFD-205101,WSFD-104410,WSFD-205101,affects,L2TP VPN通过LNS设备实现了Routing Behind MS功能，所以在同一APN下，L2TP VPN和Routing Behind MS无需同时部署。,-,overview_explicit,
WSFD-104503:dep:WSFD-104501,WSFD-104503,WSFD-104501,depends_on,本特性依赖于特性[WSFD-104501 LTE和UMTS 网络之间的重选](../WSFD-104501 LTE和UMTS 网络之间的重选_91285429.md) 。,82205921 LTE和UMTS网络之间的重选,overview_explicit,
WSFD-104601:dep:WSFD-011503,WSFD-104601,WSFD-011503,depends_on,激活本特性需要先开启左侧特性。,82209133 5G NSA(Opt.3)附着用户数,overview_explicit,
WSFD-104601:dep:WSFD-205001,WSFD-104601,WSFD-205001,interacts_with,当本特性与左侧特性同时部署时，不影响左侧特性网关选择功能，仅在其域名查询基础上增加优先选择支持DCNR能力的S/P-GW步骤。当 UNC 进行网关路由选择时，根据左侧 [WSFD-205001 网关路由选择功能](../../网关选择功能/WSFD-205001 网关路由选择功能_63535123.md) 特性中的 [GGSN/P-GW路由选择](../../网关选择功能/WSFD-205001 网关路由选择功能/实现原理_70040601.md#ZH-CN_TOPIC_0170040601__p1156187501180641) ，如果已经配置根据指定的IP地址或Hostname选择P-GW路由，或者根据HSS签约数据选择P-GW路由，需要确认指定的网关或者签约的网关为高速网关。,82206153 网关路由选择功能,overview_explicit,
WSFD-104601:dep:WSFD-205002,WSFD-104601,WSFD-205002,interacts_with,当本特性与左侧特性同时部署时，不影响左侧特性网关选择功能，仅在其域名查询基础上增加优先选择支持DCNR能力的S/P-GW步骤。当 UNC 进行网关路由选择时，根据左侧 [WSFD-205001 网关路由选择功能](../../网关选择功能/WSFD-205001 网关路由选择功能_63535123.md) 特性中的 [GGSN/P-GW路由选择](../../网关选择功能/WSFD-205001 网关路由选择功能/实现原理_70040601.md#ZH-CN_TOPIC_0170040601__p1156187501180641) ，如果已经配置根据指定的IP地址或Hostname选择P-GW路由，或者根据HSS签约数据选择P-GW路由，需要确认指定的网关或者签约的网关为高速网关。,82206560 基于计费属性选择网关,overview_explicit,
WSFD-104601:dep:WSFD-205003,WSFD-104601,WSFD-205003,interacts_with,当本特性与左侧特性同时部署时，不影响左侧特性网关选择功能，仅在其域名查询基础上增加优先选择支持DCNR能力的S/P-GW步骤。当 UNC 进行网关路由选择时，根据左侧 [WSFD-205001 网关路由选择功能](../../网关选择功能/WSFD-205001 网关路由选择功能_63535123.md) 特性中的 [GGSN/P-GW路由选择](../../网关选择功能/WSFD-205001 网关路由选择功能/实现原理_70040601.md#ZH-CN_TOPIC_0170040601__p1156187501180641) ，如果已经配置根据指定的IP地址或Hostname选择P-GW路由，或者根据HSS签约数据选择P-GW路由，需要确认指定的网关或者签约的网关为高速网关。,82206561 基于位置区域选择网关,overview_explicit,
WSFD-104601:dep:WSFD-205005,WSFD-104601,WSFD-205005,interacts_with,当本特性与左侧特性同时部署时，不影响左侧特性网关选择功能，仅在其域名查询基础上增加优先选择支持DCNR能力的S/P-GW步骤。当 UNC 进行网关路由选择时，根据左侧 [WSFD-205001 网关路由选择功能](../../网关选择功能/WSFD-205001 网关路由选择功能_63535123.md) 特性中的 [GGSN/P-GW路由选择](../../网关选择功能/WSFD-205001 网关路由选择功能/实现原理_70040601.md#ZH-CN_TOPIC_0170040601__p1156187501180641) ，如果已经配置根据指定的IP地址或Hostname选择P-GW路由，或者根据HSS签约数据选择P-GW路由，需要确认指定的网关或者签约的网关为高速网关。,82205920 基于UE接入能力选择网关,overview_explicit,
WSFD-104601:dep:WSFD-205004,WSFD-104601,WSFD-205004,interacts_with,当本特性与左侧特性同时部署时，不影响左侧特性网关选择功能，仅在其域名查询基础上增加优先选择支持DCNR能力的S/P-GW步骤。当 UNC 进行网关路由选择时，根据左侧 [WSFD-205001 网关路由选择功能](../../网关选择功能/WSFD-205001 网关路由选择功能_63535123.md) 特性中的 [GGSN/P-GW路由选择](../../网关选择功能/WSFD-205001 网关路由选择功能/实现原理_70040601.md#ZH-CN_TOPIC_0170040601__p1156187501180641) ，如果已经配置根据指定的IP地址或Hostname选择P-GW路由，或者根据HSS签约数据选择P-GW路由，需要确认指定的网关或者签约的网关为高速网关。,82205919 S-GW/P-GW 拓扑选择,overview_explicit,
WSFD-105001:dep:WSFD-101303,WSFD-105001,WSFD-101303,affects,"激活本特性之后，不升级低版本的HLR就可以使用WSFD-101303 HSDPA扩展包3, 16M-32M特性。","82206587 HSDPA扩展包3, 16M-32M",overview_explicit,
WSFD-105001:dep:WSFD-101308,WSFD-105001,WSFD-101308,affects,"激活本特性之后，不升级低版本的HLR就可以使用WSFD-101308 HSUPA扩展包2, 8M-12M特性。","82206593 HSUPA扩展包2, 8M-12M",overview_explicit,
WSFD-105003:dep:WSFD-106003,WSFD-105003,WSFD-106003,depends_on,UE接入，首先需要检查 [用户接入控制功能（适用于AMF）](../../../基本接入功能/WSFD-106003 用户接入控制功能/用户接入控制功能（适用于AMF）_48552634.md) 特性，通过检查后，AMF才能进一步检查当前接入位置是否受限。,-,overview_explicit,
WSFD-105003:dep:WSFD-102706,WSFD-105003,WSFD-102706,affects,开启VoNR紧急呼叫功能以后，对于存在VoNR紧急PDU会话的用户，本特性激活时延迟生效，需待紧急PDU会话释放后，再去注册用户。,82200FFD LKV2VONRECMM01 VoNR紧急呼叫-UAM82200FEQ LKV2VONRECSM01 VoNR紧急呼叫-USM,overview_explicit,
WSFD-105007:dep:WSFD-109204,WSFD-105007,WSFD-109204,affects,如果激活了WSFD-109204 QCI 扩展，且5QI为扩展5QI时，本特性不生效。,“L82200DBA QCI 扩展”,overview_explicit,
WSFD-105102:dep:WSFD-011006,WSFD-105102,WSFD-011006,affects,R97/98 QoS和R99 QoS间的映射的功能保证了会话类QoS业务的实现。,-,overview_explicit,
WSFD-105103:dep:WSFD-102600,WSFD-105103,WSFD-102600,affects,本特性中提到的65、66、69和70 QCI，为PTT（Push To Talk）专用QCI，需要同时部署 [WSFD-102601 LTE一键通基础功能（适用于MME）](../../语音功能/WSFD-102600 Push to Talk（适用于MME）/WSFD-102601 LTE一键通基础功能（适用于MME）_10980734.md) 与 [WSFD-102602 LTE一键通（适用于MME）](../../语音功能/WSFD-102600 Push to Talk（适用于MME）/WSFD-102602 LTE一键通（适用于MME）_64009971.md) ，才能实现LTE一键通功能。,- “81202659 LTE一键通基础功能”; - “82207532 LTE一键通”,overview_explicit,
WSFD-106003:dep:WSFD-105003,WSFD-106003,WSFD-105003,affects,UE接入，首先需要用户接入控制检查，通过检查后，AMF才能进一步检查 [WSFD-105003 区域漫游限制（适用于AMF）](../../../漫游管理功能/WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于AMF）_48669740.md) 。,-,overview_explicit,
WSFD-106003:dep:WSFD-102706,WSFD-106003,WSFD-102706,affects,开启VoNR紧急呼叫功能以后，对于存在VoNR紧急PDU会话的用户，在本特性激活时延迟生效。,-,overview_explicit,
WSFD-106005:dep:WSFD-105003,WSFD-106005,WSFD-105003,affects,UE接入，首先需要用户接入控制检查，通过检查后，AMF才能进一步检查 [WSFD-105003 区域漫游限制（适用于AMF）](../../../漫游管理功能/WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于AMF）/WSFD-105003 区域漫游限制特性概述（适用于AMF）_48669741.md) 。,-,overview_explicit,
WSFD-106005:dep:WSFD-102706,WSFD-106005,WSFD-102706,affects,开启VoNR紧急呼叫功能以后，对于存在VoNR紧急PDU会话的用户，本特性激活时延迟生效，需待紧急PDU会话释放后，再释放所有PDU会话或者去注册用户。,-,overview_explicit,
WSFD-106009:dep:WSFD-130001,WSFD-106009,WSFD-130001,affects,本特性在使用过程中，受特性 “ [WSFD-130001 短消息业务](../../短消息功能/5G短消息/WSFD-130001 短消息业务_41955497.md) ”的影响：AMF通过N20接口消息给SMSF上报UE当前的时区和夏令时，用于基于时区的差异化计费。,-,overview_explicit,
WSFD-106009:dep:WSFD-104408,WSFD-106009,WSFD-104408,affects,本特性在使用过程中，受特性 “ [WSFD-104408 通过SGs接口实现短消息](../../短消息功能/2_3_4_5G短消息/WSFD-104408 通过SGs接口实现短消息_63530679.md) ”的影响：MME通过SGs接口消息给MSC上报UE当前的时区和夏令时，用于基于时区的差异化计费。,“82205923 LKV2SMSGU02 通过SGs接口实现短消息”,overview_explicit,
WSFD-106009:dep:WSFD-104401,WSFD-106009,WSFD-104401,affects,本特性在使用过程中，对特性 “ [WSFD-104401 支持多HPLMN功能](../../组网功能/WSFD-104401 支持多HPLMN功能_63530664.md) ”有影响：在多HPLMN的场景下，MME会通过GMM/EMM Information下发网络名称。如果此时开通了多时区特性且时区发生了变化，MME会再次下发GMM/EMM Information，以更新时区。在该场景下，网络名称会重复下发。,82205877 LKV2HPLMN02 支持多HPLMN功能,overview_explicit,
WSFD-106204:dep:WSFD-104401,WSFD-106204,WSFD-104401,depends_on,UNC 被共享时，本特性需要和 [WSFD-104401 支持多HPLMN功能](../../组网功能/WSFD-104401 支持多HPLMN功能_63530664.md) 、 [WSFD-207005 MVNO](../WSFD-207005 MVNO_85152766.md) 或 [WSFD-207006 基于LTE的MVNO](../WSFD-207006 基于LTE的MVNO_68260820.md) 配合使用。,82205877 支持多HPLMN功能,overview_explicit,
WSFD-106204:dep:WSFD-207005,WSFD-106204,WSFD-207005,depends_on,UNC 被共享时，本特性需要和 [WSFD-104401 支持多HPLMN功能](../../组网功能/WSFD-104401 支持多HPLMN功能_63530664.md) 、 [WSFD-207005 MVNO](../WSFD-207005 MVNO_85152766.md) 或 [WSFD-207006 基于LTE的MVNO](../WSFD-207006 基于LTE的MVNO_68260820.md) 配合使用。,82207540 MVNO,overview_explicit,
WSFD-106204:dep:WSFD-207006,WSFD-106204,WSFD-207006,depends_on,UNC 被共享时，本特性需要和 [WSFD-104401 支持多HPLMN功能](../../组网功能/WSFD-104401 支持多HPLMN功能_63530664.md) 、 [WSFD-207005 MVNO](../WSFD-207005 MVNO_85152766.md) 或 [WSFD-207006 基于LTE的MVNO](../WSFD-207006 基于LTE的MVNO_68260820.md) 配合使用。,82207541 基于LTE的MVNO,overview_explicit,
WSFD-106204:dep:WSFD-207002,WSFD-106204,WSFD-207002,depends_on,如果UTRAN也被共享，还需要部署 [WSFD-207002 网络共享（GWCN）](../WSFD-207002 网络共享（GWCN）_85152761.md) 。,82207708 网络共享(GWCN),overview_explicit,
WSFD-106204:dep:WSFD-207004,WSFD-106204,WSFD-207004,depends_on,如果E-UTRAN也被共享，还需要部署 [WSFD-207004 基于LTE的网络共享（GWCN）](../WSFD-207004 基于LTE的网络共享（GWCN）_68260817.md) 。,82207539 基于LTE的网络共享(GWCN),overview_explicit,
WSFD-106204:dep:WSFD-105003,WSFD-106204,WSFD-105003,depends_on,禁止某MNO/MVNO的用户漫游接入其它MNO/MVNO的网络，需要部署 [WSFD-105003 区域漫游限制（适用于SGSN/MME）](../../漫游管理功能/WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于SGSN_MME）_68262109.md) 。,82206572 区域漫游限制,overview_explicit,
WSFD-106206:dep:WSFD-206005,WSFD-106206,WSFD-206005,affects,本特性在使用过程中，对特性 “ [WSFD-206005 Smartphone控制基础功能](../../流控功能/WSFD-206005 Smartphone控制基础功能_85152745.md) ”的影响：Smartphone用户可以根据具体配置禁止 UNC 去激活空闲PDP上下文。,82207536 SmartPhone控制基础功能,overview_explicit,
WSFD-106207:dep:WSFD-105101,WSFD-106207,WSFD-105101,depends_on,本特性在使用过程中，如果要在2G激活流程中通过CREATE-BSS-PFC传递RFSP ID，需要开启 [WSFD-105101 PFC（仅用于Gb 模式）](../../../QoS功能/WSFD-105101 PFC（仅用于Gb 模式）_93928737.md) 特性。,82206577 PFC(仅用于Gb模式),overview_explicit,
WSFD-106207:dep:WSFD-106306,WSFD-106207,WSFD-106306,affects,本特性和 [WSFD-106306 快速移动用户业务保障](../../../差异化服务管理/WSFD-106306 快速移动用户业务保障_68285802.md) 及 [WSFD-105003 区域漫游限制（适用于SGSN/MME）](../../../漫游管理功能/WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于SGSN_MME）_68262109.md) 均可能为用户下发RFSP ID，若同时开启了这3个特性，且三个特性同时满足下发RFSP ID的条件，则下发优先级顺序由高到低依次为 [WSFD-105003 区域漫游限制（适用于SGSN/MME）](../../../漫游管理功能/WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于SGSN_MME）_68262109.md) 、 [WSFD-106306 快速移动用户业务保障](../../../差异化服务管理/WSFD-106306 快速移动用户业务保障_68285802.md) 、本特性。,82207553 快速移动用户业务保障,overview_explicit,
WSFD-106207:dep:WSFD-105003,WSFD-106207,WSFD-105003,affects,本特性和 [WSFD-106306 快速移动用户业务保障](../../../差异化服务管理/WSFD-106306 快速移动用户业务保障_68285802.md) 及 [WSFD-105003 区域漫游限制（适用于SGSN/MME）](../../../漫游管理功能/WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于SGSN_MME）_68262109.md) 均可能为用户下发RFSP ID，若同时开启了这3个特性，且三个特性同时满足下发RFSP ID的条件，则下发优先级顺序由高到低依次为 [WSFD-105003 区域漫游限制（适用于SGSN/MME）](../../../漫游管理功能/WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于SGSN_MME）_68262109.md) 、 [WSFD-106306 快速移动用户业务保障](../../../差异化服务管理/WSFD-106306 快速移动用户业务保障_68285802.md) 、本特性。,82206572 区域漫游限制,overview_explicit,
WSFD-106302:dep:WSFD-206003,WSFD-106302,WSFD-206003,interacts_with,本特性与 [WSFD-206003 基于APN的信令拥塞控制](../../流控功能/WSFD-206003 基于APN的信令拥塞控制_88625079.md) 特性没有冲突，可以联合使用。 - [WSFD-206003 基于APN的信令拥塞控制](../../流控功能/WSFD-206003 基于APN的信令拥塞控制_88625079.md)主要根据信令行为下发MM backoff timer拒绝异常终端附着，用于保护MME、SGSN网元。 - 本特性主要通过丢弃用户信令的方式控制信令请求次数，用于保护GGSN网元。,82207033 基于APN的信令拥塞控制,overview_explicit,
WSFD-106306:dep:WSFD-106207,WSFD-106306,WSFD-106207,depends_on,开启本特性前需要开启 [WSFD-106207 基于SPID的UE驻留和切换策略管理](../../互操作功能/WSFD-106207 基于SPID的UE驻留和切换策略管理_64082534.md) 特性。,82207381 基于SPID的UE驻留和切换策略管理,overview_explicit,
WSFD-106306:dep:WSFD-105003,WSFD-106306,WSFD-105003,affects,本特性和 [WSFD-105003 区域漫游限制（适用于SGSN/MME）](../../漫游管理功能/WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于SGSN_MME）_68262109.md) 及 [WSFD-106207 基于SPID的UE驻留和切换策略管理](../../互操作功能/WSFD-106207 基于SPID的UE驻留和切换策略管理_64082534.md) 均可能为用户下发RFSP ID，若同时开启了这3个特性，且三个特性同时满足下发RFSP ID的条件，则下发优先级顺序由高到低依次为“区域漫游限制”、本特性、“基于SPID的UE驻留和切换策略管理”。,82206572 区域漫游限制,overview_explicit,
WSFD-106306:dep:WSFD-106207,WSFD-106306,WSFD-106207,affects,本特性和 [WSFD-105003 区域漫游限制（适用于SGSN/MME）](../../漫游管理功能/WSFD-105003 区域漫游限制/WSFD-105003 区域漫游限制（适用于SGSN_MME）_68262109.md) 及 [WSFD-106207 基于SPID的UE驻留和切换策略管理](../../互操作功能/WSFD-106207 基于SPID的UE驻留和切换策略管理_64082534.md) 均可能为用户下发RFSP ID，若同时开启了这3个特性，且三个特性同时满足下发RFSP ID的条件，则下发优先级顺序由高到低依次为“区域漫游限制”、本特性、“基于SPID的UE驻留和切换策略管理”。,82207381 基于SPID的UE驻留和切换策略管理,overview_explicit,
WSFD-106401:dep:WSFD-106403,WSFD-106401,WSFD-106403,depends_on,未部署E-SMLC网元的LCS组网场景下，需要首先购买并激活“WSFD-106403 小区位置信息上报功能（S11接口）”特性的License才能进行LCS定位业务，且定位结果为ECGI，精度较低。,82207550 LKV2LCR01 小区位置信息上报功能（S11接口）,overview_explicit,
WSFD-106402:dep:WSFD-109101,WSFD-106402,WSFD-109101,depends_on,UNC 需要将位置变更信息实时上报给PCRF/PCF，PCRF/PCF根据位置变更event trigger下发不同的策略给 UNC ，因此 UNC 侧需要启用PCC基本功能以从PCRF/PCF获取策略。,82207979 PCC基本功能,overview_explicit,
WSFD-106402:dep:WSFD-106403,WSFD-106402,WSFD-106403,depends_on,本特性需获取UE的实时位置信息，因此启用本特性前，需要先开启位置上报功能。,82207550LKV2LCR01 小区位置信息上报功能（S11接口）,overview_explicit,
WSFD-106402:dep:WSFD-106405,WSFD-106402,WSFD-106405,depends_on,本特性需获取UE的实时位置信息，因此启用本特性前，需要先开启位置上报功能。,无,overview_explicit,
WSFD-106403:dep:WSFD-211002,WSFD-106403,WSFD-211002,affects,基于实时位置的策略控制功能依赖于位置上报能力。,82200DAW LKV2PYCTRL1 基于实时位置信息的策略控制功能-USM,overview_explicit,
WSFD-106405:dep:WSFD-211002,WSFD-106405,WSFD-211002,affects,基于实时位置的策略控制功能依赖于位置上报能力。,82200DAW LKV2PYCTRL1 基于实时位置信息的策略控制功能-USM,overview_explicit,
WSFD-106405:dep:WSFD-211003,WSFD-106405,WSFD-211003,affects,在事件订阅场景中，订阅者定义的区域范围称为感兴趣区域（Area Of Interest），例如PRA区域，感兴趣区上报事件（Presence-In-AOI-Report）会触发NG-RAN位置上报。同时PCF下发PRA_CH类型的trigger也会依赖本特性。,-,overview_explicit,
WSFD-106405:dep:WSFD-106701,WSFD-106405,WSFD-106701,affects,在位置定位服务（LCS）（适用于AMF）特性中，在UDM触发的定位流程和无LMF的定位流程中，如果UE处于CM-CONNECTED状态，GMLC/UDM请求的是Current or Last Known/Current Location（最近已知位置/当前位置）类型的定位，则会依赖本特性。,-,overview_explicit,
WSFD-106406:dep:WSFD-106701,WSFD-106406,WSFD-106701,depends_on,本特性依赖于 [网络侧发起的5G位置定位服务](../WSFD-106701 网络侧发起的5G位置定位服务_46574614.md) 特性，必须首先激活 [网络侧发起的5G位置定位服务](../WSFD-106701 网络侧发起的5G位置定位服务_46574614.md) 特性后本特性才能生效。,82200DSL LKV2MTLCS01 网络侧发起的5G位置定位服务,overview_explicit,
WSFD-106407:dep:WSFD-106701,WSFD-106407,WSFD-106701,depends_on,本特性依赖于 [网络侧发起的5G位置定位服务](../WSFD-106701 网络侧发起的5G位置定位服务_46574614.md) 特性，必须首先激活 [网络侧发起的5G位置定位服务](../WSFD-106701 网络侧发起的5G位置定位服务_46574614.md) 特性后本特性才能生效。,82200DSL LKV2MTLCS01 网络侧发起的5G位置定位服务,overview_explicit,
WSFD-107019:dep:WSFD-205102,WSFD-107019,WSFD-205102,depends_on,本特性如需启用，必须与WSFD-205102 虚拟APN特性一起使用，基于用户位置进行虚拟APN的映射，将不同位置区域映射到不同的真实APN依赖于该特性。,82207939 LKV3W9VAPN12 虚拟APN,overview_explicit,
WSFD-107020:dep:WSFD-107010,WSFD-107020,WSFD-107010,depends_on,SMF必须先基于用户位置信息选择出UPF，才可根据该UPF选择DNS服务器。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-107021:dep:WSFD-107010,WSFD-107021,WSFD-107010,depends_on,GGSN/PGW-C/SMF必须先基于静态IP地址网段为用户选择指定的主用UPF，才可根据在该UPF故障时，为用户选择备用的UPF。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-108002:dep:WSFD-109101,WSFD-108002,WSFD-109101,depends_on,依赖该特性实现进行规则判定以及对UPF进行策略下发。,82207979 LKV3W9SPCC11 PCC 基本功能,overview_explicit,
WSFD-108002:dep:WSFD-107010,WSFD-108002,WSFD-107010,depends_on,依赖该特性实现基于DNN和位置区选择UL CL UPF。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-108007:dep:WSFD-011305,WSFD-108007,WSFD-011305,depends_on,使用终端二次鉴权功能前要激活Radius鉴权接入功能。,-,overview_explicit,
WSFD-109001:dep:WSFD-104508,WSFD-109001,WSFD-104508,depends_on,当GGSN-C/PGW-C与OCS之间基于SCTP协议建立Diameter链路时，需要部署SCTP功能。,82208353 SCTP,overview_explicit,
WSFD-109001:dep:WSFD-109002,WSFD-109001,WSFD-109002,depends_on,如果需要基于业务粒度对用户业务进行在线计费，需要同时开启内容计费基本功能。,82207988 内容计费基本功能,overview_explicit,
WSFD-109001:dep:WSFD-109004,WSFD-109001,WSFD-109004,depends_on,如果需要基于业务流量对用户业务进行在线计费，需要开启基于业务流量的计费。,82207990 基于业务流量的计费,overview_explicit,
