feature_id,product_type,file_path
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/BGP安全性_61317373.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/BGP按组打包_61317221.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/BGP联盟_61317259.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/BGP负载分担_75943794.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/BGP路由迭代下一跳_15257973.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/MP-BGP_61317371.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/团体属性_61317348.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/对等体组_61317319.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/活跃路由发布_61317399.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/路由交叉_61317253.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/路由反射器_61317315.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/路由引入_61317218.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/路由聚合_61317163.md
IPFD-014002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-014000 路由功能/IPFD-014002 支持BGP/实现原理/路由衰减_61317311.md
IPFD-015000,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015000 VPN功能/IPFD-015001 VRF功能_61317255.md
IPFD-015002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015000 VPN功能/IPFD-015002 GRE/IPFD-015002 GRE特性概述_61317365.md
IPFD-015002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015000 VPN功能/IPFD-015002 GRE/实现原理/GRE报文格式_61317188.md
IPFD-015002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015000 VPN功能/IPFD-015002 GRE/实现原理/Keepalive检测_61317267.md
IPFD-015002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015000 VPN功能/IPFD-015002 GRE/实现原理/多租户共享GRE隧道_61317217.md
IPFD-015002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015000 VPN功能/IPFD-015002 GRE/特性配置/去激活支持GRE_06422612.md
IPFD-015002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015000 VPN功能/IPFD-015002 GRE/特性配置/激活支持GRE_06422610.md
IPFD-015002,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015000 VPN功能/IPFD-015002 GRE/特性配置/调测GRE_06422611.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/IPFD-015004 IPSec功能特性概述_61317289.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/相关术语_88277392.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/调测IPsec功能_61317192.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/实现原理/AH和ESP_62244157.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/实现原理/IKE_62256396.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/实现原理/IPsec NAT穿越_62244160.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/实现原理/IPsec可靠性_78460643.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/实现原理/安全联盟（SA）_62244156.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/实现原理/报文封装模式_62256279.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/上传IPsec证书_01_10001.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/上传国密IPsec证书_53966806.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活IPsec功能（GRE over IPsec）_01_10006.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活IPsec功能（IPv4 IPsec主备隧道）_01_10004.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活IPsec功能（IPv6 IPsec隧道主备方式）_01_10005.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活IPsec功能（OSPF over IPsec）_01_10007.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活IPsec功能（多Sequence的IPsec策略）_01_10008.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活IPsec功能（指定本端接口建立IPsec隧道）_01_10009.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活IPsec功能（普通IPv4 IPsec隧道）_01_10002.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活IPsec功能（普通IPv6 IPsec隧道）_01_10003.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活国密IPsec支持IKEv1功能（GRE over IPsec）_53928160.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活国密IPsec支持IKEv1功能（多Sequence的IPsec策略）_03408185.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活国密IPsec支持IKEv1功能（指定本端接口建立IPsec隧道）_03567841.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活国密IPsec支持IKEv1功能（普通IPv4 IPsec隧道）_03728909.md
IPFD-015004,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/IP基本特性/IPFD-015004 IPSec功能/特性配置/激活国密IPsec支持IKEv1功能（普通IPv6 IPsec隧道）_53768408.md
GWFD-010201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010201 QoS与流量管理_24082178.md
GWFD-010235,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010235 缺省承载GBR保障_63319797.md
GWFD-020101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-020101 支持Reflective QoS_88816803.md
GWFD-020381,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-020381 会话类QoS保证_67006528.md
GWFD-110551,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110551 5G超高带宽基本功能，1Gbps峰值速率_24082632.md
GWFD-110552,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110552 5G超高带宽承载接入，1Gbps峰值速率_24082636.md
GWFD-110553,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110553 5G超高带宽基本功能，2Gbps峰值速率_24082635.md
GWFD-110554,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110554 5G超高带宽承载接入，2Gbps峰值速率_24082637.md
GWFD-110555,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110555 5G超高带宽基本功能，5Gbps峰值速率_64091171.md
GWFD-110556,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110556 5G超高带宽承载接入，5Gbps峰值速率_64091172.md
GWFD-110557,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110557 5G超高带宽基本功能，10Gbps峰值速率_92241886.md
GWFD-110558,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110558 5G超高带宽承载接入，10Gbps峰值速率_92082426.md
GWFD-110559,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110559 5G超高带宽基本功能，20Gbps峰值速率_37442011.md
GWFD-110560,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110560 5G超高带宽承载接入，20Gbps峰值速率_92562440.md
GWFD-111401,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-111401 5G超高带宽承载接入，1Gbps 保障速率_79365766.md
GWFD-111402,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-111402 5G超高带宽承载接入，2Gbps 保障速率_79365778.md
GWFD-010201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010201 QoS与流量管理/GWFD-010201 QoS与流量管理特性概述_66891580.md
GWFD-010201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010201 QoS与流量管理/调测QoS与流量管理_03345156.md
GWFD-010201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010201 QoS与流量管理/配置QoS与流量管理_03345155.md
GWFD-010201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010201 QoS与流量管理/实现原理/Diff-Serv模型_72271796.md
GWFD-010201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010201 QoS与流量管理/实现原理/QoS实现技术_72271798.md
GWFD-010201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010201 QoS与流量管理/实现原理/3GPP QoS/3GPP QoS简介_42967127.md
GWFD-010201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010201 QoS与流量管理/实现原理/3GPP QoS/5GC QoS_72271794.md
GWFD-010201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-010201 QoS与流量管理/实现原理/3GPP QoS/EPS QoS_72271795.md
GWFD-020101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-020101 支持Reflective QoS/激活支持Reflective QoS_92462813.md
GWFD-020101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-020101 支持Reflective QoS/调测支持Reflective QoS_92462814.md
GWFD-020381,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-020381 会话类QoS保证/GWFD-020381 会话类QoS保证参考信息_93168882.md
GWFD-020381,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-020381 会话类QoS保证/GWFD-020381 会话类QoS保证特性概述_67006529.md
GWFD-020381,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-020381 会话类QoS保证/激活会话类QoS保证（PGW-U）_70910228.md
GWFD-020381,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-020381 会话类QoS保证/调测会话类QoS保证（PGW-U）_70910229.md
GWFD-110941,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110941 基于基站粒度的IPSQM/GWFD-110941 基于基站粒度的IPSQM参考信息_32596446.md
GWFD-110941,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110941 基于基站粒度的IPSQM/GWFD-110941 基于基站粒度的IPSQM特性概述_77811903.md
GWFD-110941,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110941 基于基站粒度的IPSQM/激活基于基站粒度的IPSQM_77772003.md
GWFD-110941,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/QoS功能/GWFD-110941 基于基站粒度的IPSQM/调测基于基站粒度的IPSQM_31652494.md
GWFD-110661,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110661 5G eDRX模式/GWFD-110661 5G eDRX模式参考信息_58290382.md
GWFD-110661,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110661 5G eDRX模式/GWFD-110661 5G eDRX模式特性概述_08970237.md
GWFD-110661,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110661 5G eDRX模式/实现原理_08850317.md
GWFD-110661,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110661 5G eDRX模式/激活5G eDRX模式_58609938.md
GWFD-110661,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110661 5G eDRX模式/调测5G eDRX模式_58450022.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/GWFD-110662 支持Redcap接入特性概述_42879025.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/参考信息_14314981.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户4_5G互操作流程_38400088.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/AMF判断RatType变更逻辑_38240620.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/AMF重分配注册_89079645.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/Service Request流程_89144933.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/会话流程_38719748.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/注册流程_38559768.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/5G内切换流程/基于N2口切换流程_92954861.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/5G内切换流程/基于Xn口切换流程_42409776.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/会话流程/N11SMF会话建立流程_93209561.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/会话流程/N16a_N16 SMF会话建立流程_42997582.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/注册流程/初始注册流程_42250036.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/注册流程/周期性注册流程_92849561.md
GWFD-110662,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/Redcap终端节能管理/GWFD-110662 支持Redcap接入/实现原理/RedCap用户接入5G核心网/注册流程/移动性注册更新流程_93049793.md
GWFD-110101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110101 SA-Basic_24082506.md
GWFD-110102,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110102 SA-HTTP Pipeline & WAP Concatenation_24082510.md
GWFD-110103,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110103 SA-Web Browsing_24082511.md
GWFD-110104,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110104 SA-File Access_24082512.md
GWFD-110105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110105 SA-Mobile_24082513.md
GWFD-110106,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110106 SA-Others_24082514.md
GWFD-110107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110107 SA-Streaming_24082515.md
GWFD-110131,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110131 SA-P2P_24082517.md
GWFD-110132,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110132 SA-VOIP_24082518.md
GWFD-110133,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110133 SA-Email_24082519.md
GWFD-110134,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110134 SA-IM_24082520.md
GWFD-110135,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110135 SA-Game_24082521.md
GWFD-110136,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110136 SA-Network Administration_24082522.md
GWFD-110137,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110137 SA-Remote Connectivity_24082523.md
GWFD-110138,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110138 SA-Network Storage_24082524.md
GWFD-110139,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110139 SA-Tunneling_24082525.md
GWFD-110140,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110140 SA-Stock_24082526.md
GWFD-110141,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110141 SA-Database_24082527.md
GWFD-110142,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110142 SA-QUIC_24082528.md
GWFD-020305,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-020305 终端异常下行流量检测/GWFD-020305 终端异常下行流量检测参考信息_02455578.md
GWFD-020305,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-020305 终端异常下行流量检测/GWFD-020305 终端异常下行流量检测特性概述_02456812.md
GWFD-020305,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-020305 终端异常下行流量检测/激活终端异常下行流量检测_02455576.md
GWFD-020305,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-020305 终端异常下行流量检测/调测终端异常流量下行检测_02455577.md
GWFD-110101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110101 SA-Basic/GWFD-110101 SA-Basic参考信息_90197552.md
GWFD-110101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110101 SA-Basic/GWFD-110101 SA-Basic特性概述_73565837.md
GWFD-110101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110101 SA-Basic/实现原理/UNC和UDG配置映射_92963580.md
GWFD-110101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110101 SA-Basic/实现原理/规则匹配原理_73618107.md
GWFD-110101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110101 SA-Basic/实现原理/解析与识别_73594052.md
GWFD-110101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110101 SA-Basic/实现原理/配置架构_92957237.md
GWFD-110201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110201 HTTP2.0 Host识别/GWFD-110201 HTTP2.0 Host识别参考信息_79595493.md
GWFD-110201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110201 HTTP2.0 Host识别/GWFD-110201 HTTP2.0 Host识别特性概述_24082586.md
GWFD-110201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110201 HTTP2.0 Host识别/实现原理_86448316.md
GWFD-110201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110201 HTTP2.0 Host识别/激活HTTP2.0 Host识别_24082592.md
GWFD-110201,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110201 HTTP2.0 Host识别/调测HTTP2.0 Host识别_24082593.md
GWFD-110202,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110202 HTTP2.0协议回落/GWFD-110202 HTTP2.0协议回落参考信息_79595494.md
GWFD-110202,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110202 HTTP2.0协议回落/GWFD-110202 HTTP2.0协议回落特性概述_65157761.md
GWFD-110202,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110202 HTTP2.0协议回落/激活HTTP2.0协议回落_65157762.md
GWFD-110202,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110202 HTTP2.0协议回落/调测HTTP2.0协议回落_65157763.md
GWFD-110203,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110203 HTTPS业务地址识别/GWFD-110203 HTTPS业务地址识别参考信息_79595495.md
